"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 11 09:12:01 GMT 2025","Mon Aug 11 09:12:04 GMT 2025","2428","API Test Suite","API Tests","com.spribe.api.tests.UpdatePlayerTest","com.spribe.api.tests.UpdatePlayerTest","updatePlayerTest","updatePlayerTest",""
"passed","Mon Aug 11 09:12:01 GMT 2025","Mon Aug 11 09:12:04 GMT 2025","2253","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerAccessControlTest","com.spribe.api.tests.CreatePlayerAccessControlTest","createPlayerAccessControlTest","createPlayerAccessControlTest",""
"unknown","Mon Aug 11 09:12:00 GMT 2025","Mon Aug 11 09:12:00 GMT 2025","0","API Test Suite","API Tests","com.spribe.api.tests.GetPlayerNegativeTest","com.spribe.api.tests.GetPlayerNegativeTest","getPlayerNegativeTest","getPlayerNegativeTest","Get Player Negative test"
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","207","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerNegativeTest","com.spribe.api.tests.CreatePlayerNegativeTest","createPlayerTest","createPlayerTest","Create Player negative test - invalid or missing fields"
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","199","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerNegativeTest","com.spribe.api.tests.CreatePlayerNegativeTest","createPlayerTest","createPlayerTest","Create Player negative test - invalid or missing fields"
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","198","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerNegativeTest","com.spribe.api.tests.CreatePlayerNegativeTest","createPlayerTest","createPlayerTest","Create Player negative test - invalid or missing fields"
"passed","Mon Aug 11 09:12:05 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","212","API Test Suite","API Tests","com.spribe.api.tests.DeletePlayerNegativeTest","com.spribe.api.tests.DeletePlayerNegativeTest","deletePlayerNegativeTest","deletePlayerNegativeTest","Delete Player Negative test"
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:18 GMT 2025","11888","API Test Suite","API Tests","com.spribe.api.tests.PlayerE2ETest","com.spribe.api.tests.PlayerE2ETest","testPlayerCRUD","testPlayerCRUD","E2E test for Player CRUD operations"
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","290","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerNegativeTest","com.spribe.api.tests.CreatePlayerNegativeTest","createPlayerWrongEditorTest","createPlayerWrongEditorTest","Create Player with invalid editor"
"unknown","Mon Aug 11 09:12:00 GMT 2025","Mon Aug 11 09:12:00 GMT 2025","0","API Test Suite","API Tests","com.spribe.api.tests.UpdatePlayerNegativeTest","com.spribe.api.tests.UpdatePlayerNegativeTest","updateNonExistingPlayerTest","updateNonExistingPlayerTest","Update player with non-existing ID should return 404"
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","208","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerTest","com.spribe.api.tests.CreatePlayerTest","createPlayerTest","createPlayerTest","Create Player test"
"passed","Mon Aug 11 09:12:01 GMT 2025","Mon Aug 11 09:12:03 GMT 2025","2025","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerAccessControlTest","com.spribe.api.tests.CreatePlayerAccessControlTest","createPlayerAccessControlTest","createPlayerAccessControlTest",""
"passed","Mon Aug 11 09:12:11 GMT 2025","Mon Aug 11 09:12:11 GMT 2025","195","API Test Suite","API Tests","com.spribe.api.tests.UpdatePlayerAccessControlTest","com.spribe.api.tests.UpdatePlayerAccessControlTest","updateRoleAccessControlTest","updateRoleAccessControlTest",""
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","611","API Test Suite","API Tests","com.spribe.api.tests.DeletePlayerAccessControlTest","com.spribe.api.tests.DeletePlayerAccessControlTest","deletePlayerAccessControlTest","deletePlayerAccessControlTest",""
"passed","Mon Aug 11 09:12:01 GMT 2025","Mon Aug 11 09:12:04 GMT 2025","2437","API Test Suite","API Tests","com.spribe.api.tests.UpdatePlayerTest","com.spribe.api.tests.UpdatePlayerTest","updatePlayerTest","updatePlayerTest",""
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","199","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerNegativeTest","com.spribe.api.tests.CreatePlayerNegativeTest","createPlayerTest","createPlayerTest","Create Player negative test - invalid or missing fields"
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","189","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerNegativeTest","com.spribe.api.tests.CreatePlayerNegativeTest","createPlayerTest","createPlayerTest","Create Player negative test - invalid or missing fields"
"passed","Mon Aug 11 09:12:06 GMT 2025","Mon Aug 11 09:12:06 GMT 2025","199","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerNegativeTest","com.spribe.api.tests.CreatePlayerNegativeTest","createPlayerTest","createPlayerTest","Create Player negative test - invalid or missing fields"
"passed","Mon Aug 11 09:12:01 GMT 2025","Mon Aug 11 09:12:03 GMT 2025","2025","API Test Suite","API Tests","com.spribe.api.tests.CreatePlayerAccessControlTest","com.spribe.api.tests.CreatePlayerAccessControlTest","createPlayerAccessControlTest","createPlayerAccessControlTest",""
